5/5:,"""Excellent delivery by Amazon...as always!  Item was delivered  3 days in advance.  As the delivery was to an old woman, the delivery person had taken personal care in delivering the package at a time convenient to her.  Thanks!"""," appu, 8 February 2016"
4/5:,"""good experience"""," Suryakant S., 8 February 2016"
4/5:,"""Good service & good offers from cloudtail...."""," Rinky M., 8 February 2016"
5/5:,"""Very prompt delivery & item exactly as described"""," Amazon Customer, 8 February 2016"
5/5:,"""Safely delivered, on time."""," Anju, 8 February 2016"
5/5:,"""AS promised!"""," Amazon Customer, 8 February 2016"
4/5:,"""Heat upto 41% while I'm uploading a video. And amazon app can't be cleared on closing tabs. Soft key does not work well.(backey). While. During usage. Liquid splash in between display."""," Amazon Customer, 8 February 2016"
5/5:,"""nice product as per description ."""," pankaj malhotra, 8 February 2016"
5/5:,"""Prompt delivery!!."""," Kiran , 8 February 2016"
5/5:,"""thanks for giving me this product in 199 rupee. i want other stanley products also on low price"""," Ravi Jumwal, 8 February 2016"
5/5:,"""Over All Good experience"""," pallavi , 8 February 2016"
"<span style=""text-decoration:line-through"">2/5</span>","""Delivery of product was delayed a lot. I ordered on 23rd of January and got delivery on 1st of February. Almost 10 days!"""," Mandar , 8 February 2016",<b>Message from Amazon:</b>
4/5:,"""Overall good but light electric shock is being experienced some times"""," Amazon Customer, 8 February 2016"
5/5:,"""Good seller , fast shipping"""," Chaos, 8 February 2016"
1/5:,"""I am getting messages & mails stating that the order attempt was made but was not successful, i have ordered couple of other products earlier from Amazon which came to me except this seller, I receive a call before coming to place, this time no call. VERY VERY POOR SERVICE & THIS SELLER IS NOT TRUST WORTHY. Very sad that this seller is tied up with Amazon, Amazon is known for its customer service."""," Nithin , 8 February 2016"
5/5:,"""very good"""," aakib khan, 8 February 2016"
1/5:,"""Item has been delivered twice to me, with faulty microwave and with no starter kit and IFB reciepe book. I have ordered this in marathon sale on 21st jan, but at the end have return my item bcs of mentioned reasons. Quite disappointed with cloud tail."""," Amazon Customer, 8 February 2016"
5/5:,"""Good"""," Insane  Rider, 8 February 2016"
5/5:,"""Great product and service"""," D P, 8 February 2016"
1/5:,"""The package looks duplicate. I was using the similar one from local store with no complaints. This one has least concentration available in the same amount of water."""," Gaurav , 8 February 2016"
4/5:,"""Good one"""," Amazon Customer, 8 February 2016"
5/5:,"""Great product and service"""," D P, 8 February 2016"
5/5:,"""Dear Sir, I need Door Size curtain for same. Which is Rs.1208. Kindly change the size. else I have to return the item."""," V V Ravi Shankar, 8 February 2016"
5/5:,"""Great product and service"""," D P, 8 February 2016"
1/5:,"""Bad quality product. do not buy the item"""," Subrata Kumar Rout, 8 February 2016"
4/5:,"""This is good piece, which justifies the value of money I paid"""," MKM Ashraff, 8 February 2016"
5/5:,"""Very good mobile phone, good packing, prompt delivery"""," Amazon Customer, 8 February 2016"
3/5:,"""Colour not exactly as in picture. Hoping for skin colour but slighly different"""," vipul, 8 February 2016"
1/5:,"""So here is what happened. I never got a Hush Puppies Men's Edwin_Low Cut Gold Leather Sneaker- 10 UK (8243997). Amazon/re-seller goofed up. they sent Hush Puppies Men's Edwin_Low Cut Leather Formal Shoes (they are blue in color) for reason i don't know. Now the size 10 isn't available anymore."""," Sankalp Rai, 8 February 2016"
5/5:,"""very fast deleivery."""," saeed , 8 February 2016"
4/5:,"""good product"""," Amazon Customer, 8 February 2016"
3/5:,"""delivery was late by 3 days
i ordered slim fit but the product though slim fit the legs are not narrow as mentioned in the product.
the MRP is not justified, the quality do not seem to be of Rupees 2795/- though the fabric quality does justice to the 1397 rupees discounted price.
i cannot return it because need to wear it tommorow.."""," Amazon Customer, 8 February 2016"
5/5:,"""Excellent service ..package came before time."""," Amazon Customer, 8 February 2016"
5/5:,"""good product"""," SATYA NARAYAN MAHAPATRA, 8 February 2016"
4/5:,"""good product"""," TEJAL G., 8 February 2016"
1/5:,"""I had bought ASUS Zenfone Max. But I have a problem with its network. I dont get any network inside my house or outside. so plz me. I just want to replace!!!!"""," Amazon Customer, 8 February 2016"
1/5:,"""Diapers were tearing off. Stickers were horrible"""," Shabnam , 8 February 2016"
4/5:,"""Nice shirt.."""," Rahul Singh, 8 February 2016"
5/5:,"""Superb item."""," Rakibuzzaman C., 8 February 2016"
1/5:,"""very bad"""," Amazon Customer, 8 February 2016"
5/5:,"""ok"""," ABHIJIT K., 8 February 2016"
5/5:,"""service & quality is very good"""," PRASUN MALLIK, 8 February 2016"
5/5:,"""super model ram and camera superb"""," D T Naidu, 8 February 2016"
5/5:,"""awesome experience."""," Amazon Customer, 8 February 2016"
5/5:,"""Useful item.  Fully satisfied."""," Rakibuzzaman C., 8 February 2016"
5/5:,"""As expected"""," Hemanth, 8 February 2016"
4/5:,"""good"""," Amazon Customer, 8 February 2016"
5/5:,"""Very good"""," Hemanth, 8 February 2016"
5/5:,"""Brand new product. good service. Reached before the delivery date. 
VFM. Thanks AMAZON."""," Kiran Ajit Tendle, 8 February 2016"
5/5:,"""Amazing product..spellbound with the sound by Sennheiser..Great product.."""," Anupam M., 8 February 2016"
5/5:,"""good"""," Amazon Customer, 8 February 2016"
5/5:,"""Thank you."""," Vijay, 8 February 2016"
"<span style=""text-decoration:line-through"">1/5</span>","""Courier sent by indian postal office...no timely delivery....Even i had to travel 2km to pick the package from postal office as they were not ready to deliver as its big package.
BAD SERVICE.  0% satisfaction."""," Pradip , 8 February 2016",<b>Message from Amazon:</b>
5/5:,"""the packing is very perfect.very prompt service."""," rajani , 8 February 2016"
5/5:,"""Thank you."""," Vijay, 8 February 2016"
5/5:,"""Thank you."""," Vijay, 8 February 2016"
5/5:,"""osm.. em hpy..."""," KEERTHANA S., 8 February 2016"
2/5:,"""Instead of 3 bowls as mentioned, there were only 2 bowls in the package. Disappointing."""," S Sharma, 8 February 2016"
5/5:,"""Thank you."""," Vijay, 8 February 2016"
5/5:,"""Thank you."""," Vijay, 8 February 2016"
5/5:,"""Good"""," Gopi Kannan, 8 February 2016"
5/5:,"""Thank you."""," Vijay, 8 February 2016"
5/5:,"""EXCELLENT SERVICE AND PRODUCT"""," Amazon Customer, 8 February 2016"
5/5:,"""Superb service, Thursday night by 11:30 PM I placed an order and the next day (Friday Morning) by 11:30 AM, the phone was in my hand and was delivered perfectly packed. :)"""," Mohammed S., 8 February 2016"
5/5:,"""Thank you."""," Vijay, 8 February 2016"
4/5:,"""I want to retrieve my order for the same item as we cancelled the above order yesterday because of some personal reasons. But now I want to back to my address if there is any possibility.

Please contact if you can I want to reconfim my order address"""," Umang J., 8 February 2016"
4/5:,"""Everything is fine"""," Jaimol, 8 February 2016"
1/5:,"""i am not happy for your service"""," bhupinder , 8 February 2016"
5/5:,"""Thank you."""," Vijay, 8 February 2016"
5/5:,"""nice"""," Arun K., 8 February 2016"
2/5:,"""Parcel does not contains Headphone unit & User guide booklet. Headphone comes by default with earlier mobiles. Though on contains of box it was not mentioned it should be their."""," Suraj D., 8 February 2016"
5/5:,"""Works perfectly fine and was delivered early.."""," Nzee, 8 February 2016"
5/5:,"""good service"""," PINKI , 8 February 2016"
5/5:,"""soft"""," Abhijeet, 8 February 2016"
1/5:,"""very bad service and wasting of times they delivered the wrong product to me twice."""," xxxxxxxxxx, 8 February 2016"
5/5:,"""Product is very *. Look forward to more such offers."""," Parinda Mashelkar, 8 February 2016"
3/5:,"""OK fine"""," Gouse Basha Shaik, 8 February 2016"
5/5:,"""Good"""," Amazon Customer, 8 February 2016"
5/5:,"""Nice dealing"""," Syam Sarma, 8 February 2016"
5/5:,"""Order on Feb 5th Friday evening, with next day morning before 11:00 AM delivery option. The products was delivered around 9:00 AM next morning. Appreciate the prompt service and delivery. Thank You !"""," Bandi P., 8 February 2016"
5/5:,"""Superb quality"""," baban kumar, 8 February 2016"
2/5:,"""Product is NOT ORIGINAL and is a duplicated product. Totally Unsatisfied."""," Amazon Customer, 8 February 2016"
4/5:,"""It is worthy of money..."""," Hari Shankar Singh, 8 February 2016"
4/5:,"""Nicely packed"""," V.Thirumoorthi, 8 February 2016"
5/5:,"""Nice!"""," Raoul R., 8 February 2016"
5/5:,"""Good Product"""," Amit Choudhury, 8 February 2016"
4/5:,"""responsible and well maintained"""," Vanshika S., 8 February 2016"
1/5:,"""worst product .0% comfort as per the  1000 bucks."""," Amazon Customer, 8 February 2016"
5/5:,"""Good Customer Response Service"""," Amazon Customer, 8 February 2016"
1/5:,"""I didnt receive the item still"""," mahalakshmi , 8 February 2016"
5/5:,"""Excellent"""," Samik Banerjee, 8 February 2016"
3/5:,"""Ok"""," Preetham, 8 February 2016"
4/5:,"""Phone looks awesome. But, I have ordered for blue one, they have delivered black one. Except that everything good okay."""," Peddada Sathibabu, 8 February 2016"
1/5:,"""The product is not upto the mark"""," Amazon Customer, 8 February 2016"
5/5:,"""goof"""," Kannan K., 8 February 2016"
5/5:,"""Nice Packaging. On Time Delivery
And Game Delivers One of the Best Multiplayer Experience."""," Harsh Somaiya, 8 February 2016"
1/5:,"""i had put a one day delivery til now i didnt recieved the product when do i recieve d product its too late make it as early as possible i am leaving tomorrow nit make it fast"""," satya , 8 February 2016"
4/5:,"""I have got my Moto E 2 Gen earlier than EDD. Thanks my Phone working very Good."""," Amar R., 8 February 2016"
"<span style=""text-decoration:line-through"">3/5</span>","""Good"""," Shruthi, 8 February 2016",<b>Message from Amazon:</b>
5/5:,"""very happy with the service and promptness"""," Amazon Customer, 8 February 2016"
5/5:,"""Nice product"""," Iyyappan , 8 February 2016"
2/5:,"""Smells too bad.."""," Preetham, 8 February 2016"
5/5:,"""very happy with the service and promptness"""," Amazon Customer, 8 February 2016"
5/5:,"""very happy with the service and promptness"""," Amazon Customer, 8 February 2016"
3/5:,"""i was expecting a big bag. Have a look on this 21 ltr bag http://www.amazon.in/gp/product/B0176048O0?colid=TKXKYUQ54HDE&coliid=ITFH53GD3YF8Y&ref_=wl_it_dp_o_pC_nS_ttl"""," deepu, 8 February 2016"
5/5:,"""very happy with the service and promptness"""," Amazon Customer, 8 February 2016"
1/5:,"""write now my order not delevered plz send it to me as soon as possible"""," Amazon Customer, 8 February 2016"
5/5:,"""Thanks for best quality product for me.thanks"""," yogesh khairnar, 8 February 2016"
5/5:,"""very happy with the service and promptness"""," Amazon Customer, 8 February 2016"
5/5:,"""A+"""," kunal k., 8 February 2016"
5/5:,"""very happy with the service and promptness"""," Amazon Customer, 8 February 2016"
5/5:,"""superfast.. super product"""," Hanumantha Rao, 8 February 2016"
1/5:,"""bad service"""," prasad k., 8 February 2016"
5/5:,"""Good Service ..Great Deal"""," MB, 8 February 2016"
4/5:,"""Prompt replacement"""," Seetarambabu. V, 8 February 2016"
5/5:,"""nice product"""," himanshu, 8 February 2016"
5/5:,"""EXSILTEN
DELIVRY"""," Surender s., 8 February 2016"
5/5:,"""nice product"""," himanshu, 8 February 2016"
5/5:,"""nice product"""," himanshu, 8 February 2016"
5/5:,"""good."""," himanshu, 8 February 2016"
5/5:,"""nice product."""," himanshu, 8 February 2016"
5/5:,"""Nice Product"""," Rajesh, 8 February 2016"
4/5:,"""good"""," RAMPRASAD ILLENDULA, 8 February 2016"
5/5:,"""nice"""," himanshu, 8 February 2016"
5/5:,"""good product."""," himanshu, 8 February 2016"
4/5:,"""it's ok"""," RAMPRASAD ILLENDULA, 8 February 2016"
5/5:,"""nice product.."""," himanshu, 8 February 2016"
5/5:,"""really a nice product.."""," himanshu, 8 February 2016"
5/5:,"""Smooth transaction, no issues at all."""," Mahesh S., 8 February 2016"
1/5:,"""i requested that order shall be taken on Friday or Saturday(Feb 5 th or 6 th) respectively but nobody called me, then i received that your order was cancelled there should be some reason to cancel right? how would you cancel without my knowledge, the seller poor amazon poor in this regard, awful services really i fed up with your courier boys, i faced so many problems earlier orders, really worst."""," RAMPRASAD ILLENDULA, 8 February 2016"
5/5:,"""."""," diptesh patel, 8 February 2016"
3/5:,"""K good"""," ramesh k., 8 February 2016"
2/5:,"""it's ok"""," RAMPRASAD ILLENDULA, 8 February 2016"
4/5:,"""Good"""," June Ronghang, 8 February 2016"
3/5:,"""not good"""," jinkap, 8 February 2016"
4/5:,"""Soft compared to regular diaper, but bit costlier."""," BKrishna, 8 February 2016"
5/5:,"""I have been using dettol sensitive for quit sometime. It is good and serves the purpose. A value add with the pump that comes for free."""," BKrishna, 8 February 2016"
1/5:,"""The item delivered was different from the one in description. And the condition of this was very bad. It looked like a pretty old item. I had to return the item and opt for refund of my money."""," Mithun, 8 February 2016"
5/5:,"""Nice"""," S!dd, 8 February 2016"
5/5:,"""Product is very good and delivery time is also good.  But your courier boy forced my wife to come down to take the packet he did not go my floor to handover the product.  So please remember this things because lady have difficulties to go down with small baby."""," Prankur M., 8 February 2016"
5/5:,"""Nice phone specifications with respect to money... Still people want more why I don't know..."""," swaraj kumar mohapatra, 8 February 2016"
5/5:,"""good"""," gopi.d , 8 February 2016"
5/5:,"""Good Experience."""," Amazon Customer, 8 February 2016"
5/5:,"""Excellent"""," suresh, 8 February 2016"
5/5:,"""Excellent"""," suresh, 8 February 2016"
5/5:,"""Excellent"""," suresh, 8 February 2016"
5/5:,"""Nice"""," Pradhumn chauhan, 8 February 2016"
5/5:,"""Excellent kajal..."""," TAMASHI TALUKDER, 8 February 2016"
4/5:,"""good"""," saravanan , 8 February 2016"
1/5:,"""its poor product"""," henika, 8 February 2016"
5/5:,"""Very good quality"""," Sachin Salvi, 8 February 2016"
5/5:,"""Quick Shipping!!"""," Srikanth , 8 February 2016"
5/5:,"""*"""," Deval Verma, 8 February 2016"
4/5:,"""GOOD SERVICE PROVIDED BY AMAZONE"""," AMIT P ROGE, 8 February 2016"
5/5:,"""Great product ,apt for anyone looking for a perfect eye liner"""," Ankita B., 8 February 2016"
5/5:,"""Very much compatible with samsung galaxy & it worked fine"""," Ankita B., 8 February 2016"
3/5:,"""OK"""," dj, 8 February 2016"
4/5:,"""Would have preferred a greater discount"""," Amazon Customer, 8 February 2016"
5/5:,"""nice bag"""," venky , 8 February 2016"
5/5:,"""Gilette is Gilette!! What more can one say!"""," Hanz, 8 February 2016"
5/5:,"""good deal."""," Nirmal p., 8 February 2016"
3/5:,"""good"""," Amazon Customer, 8 February 2016"
2/5:,"""The estimated delivery date has sbeen shown as 4th Feb.,2016 but till date i.e. 8th I have not received my order...Pl.expedite.

Thanks"""," Anil K., 8 February 2016"
5/5:,"""GOOD"""," Amazon Customer, 8 February 2016"
5/5:,"""Just as described. Too much packaging for such a small product.  But the quality is excellent.  Very useful to have around the house."""," Hanz, 8 February 2016"
3/5:,"""dear sir

Would like to have more 5 pcs of the same product? If you can arrange to deliver the same in two to three days kindly revert. you can send us confirmation on 9327561733 / jk050505@gmail.com"""," JITESH K SHAH, 8 February 2016"
5/5:,"""GOOD PRODUCT"""," Amazon Customer, 8 February 2016"
5/5:,"""Awesome product"""," Amazon Customer, 8 February 2016"
1/5:,"""Amazon bad delay courier service"""," Amazon Customer, 8 February 2016"
4/5:,"""Worth money"""," Amazon Customer, 8 February 2016"
5/5:,"""Good Service"""," Balvinder Singh Rawat, 8 February 2016"
5/5:,"""Good One"""," Balvinder Singh Rawat, 8 February 2016"
5/5:,"""Chaitanya j best online shopping site in india"""," Chaitanya j., 8 February 2016"
5/5:,"""Nice"""," Balvinder Singh Rawat, 8 February 2016"
5/5:,"""Very good deal ... worth money"""," Amazon Customer, 8 February 2016"
5/5:,"""Nice Product at such cheap price"""," ASISH KUMAR PANDA, 8 February 2016"
5/5:,"""nice"""," ASISH KUMAR PANDA, 8 February 2016"
5/5:,"""Excellent Service as always"""," Amazon Customer, 8 February 2016"
5/5:,"""I AM VERY VERY HAPPY NOW....SUPERB MOBILE."""," Amazon Customer, 8 February 2016"
5/5:,"""good"""," Thirumalai C., 8 February 2016"
1/5:,"""I ordered the color that was mentioned above, but I received violet and dark blue color ( which is different from item color)

Dear seller, please check before dispatching."""," Amazon Customer, 8 February 2016"
5/5:,"""good product"""," Lavkesh Asija, 8 February 2016"
5/5:,"""Good quality product"""," Lavkesh Asija, 8 February 2016"
1/5:,"""I have ordered Tricolor ink cartridges for hp desk jet 3050 series. but received cartridges not compatible . So I cannot use this . I have opened packet  so that not returned . please advise what I can do?"""," Thomas A., 8 February 2016"
5/5:,"""No issues!"""," Gaurang Desai, 8 February 2016"
5/5:,"""Good"""," suraj, 8 February 2016"
5/5:,"""Good experience."""," Amazon Customer, 8 February 2016"
4/5:,"""Good product and prompt delivery. However Bluedart didnt have delivery in my area and I had to go to the courier office and pick it up. Please try other courier or india post for remote places."""," Amazon Customer, 8 February 2016"
5/5:,"""fantastic"""," SUDEEP GOEL, 8 February 2016"
5/5:,"""great seller"""," Amazon Customer, 8 February 2016"
5/5:,"""It s good and quick"""," SUDEEP GOEL, 8 February 2016"
5/5:,"""Very good"""," Amazon Customer, 8 February 2016"
5/5:,"""as always i am happy with amazon's services"""," rahul jain, 8 February 2016"
5/5:,"""Fast delivery...good product.
Thanks."""," ashish, 8 February 2016"
3/5:,"""I have got the product at right time and at cheapest price.Good service keep it on."""," Amazon Customer, 8 February 2016"
5/5:,"""Exception"""," Dipak Devkota, 8 February 2016"
2/5:,"""Item was different as shown in figure"""," Amazon Customer, 8 February 2016"
1/5:,"""received the handset, charger and back cover, but not received the earphone. What to do now?"""," Mrinal K., 8 February 2016"
3/5:,"""I need the Laptop serial#, I lost my laptop. As per Lenovo company if I provided correct serial# they can provide the MAC address. So can you please send the correct Serial# that you have shipped to me. on the Invoice it is mentioned as FBAMFVJ3TU017, but it is not correct as per lenovo company."""," Amazon Customer, 8 February 2016"
"<span style=""text-decoration:line-through"">1/5</span>","""whats wrong with the amazon courier service,the status is getting updated every day that delivery has been attempted but in reality i neither get a call nor anybody comes to my house for delivery.I hope this s sm internal error & i cn still expect delivery f my parcel cz i hd spoken to amazon person he said there is some prob with the courier service & i shud neglect d tracking status dey update."""," Sachin , 8 February 2016",<b>Message from Amazon:</b>
5/5:,"""Goods were delivered before time and we are satisfied with the service...thanks"""," Vineet Z., 8 February 2016"
5/5:,"""Good. What ca go wrong with green tea?"""," Amazon Customer, 8 February 2016"
5/5:,"""Excellent"""," CNaz, 8 February 2016"
5/5:,"""Excellent"""," CNaz, 8 February 2016"
1/5:,"""The colour faded in normal plain water wash the very first time. very bad quality. kindly suggest if this product can be replaced."""," Sumana, 8 February 2016"
5/5:,"""service  wz superb ...luv it"""," reema , 8 February 2016"
5/5:,"""good experience"""," gaurav , 8 February 2016"
5/5:,"""Got this product for 6299/- on sale. Plus there was a cashback for Citibank users. So effective price was Rs5299/-. It's a steal for that price. Additionally I got the latest model when ordered this. The one in the picture is an older model with the oder Seagate logo. The newer model was priced at 7K+ when I ordered this."""," Amazon Customer, 8 February 2016"
5/5:,"""Excellent"""," CNaz, 8 February 2016"
5/5:,"""Excellent"""," CNaz, 8 February 2016"
5/5:,"""Excellent"""," CNaz, 8 February 2016"
5/5:,"""Good"""," CNaz, 8 February 2016"
5/5:,"""Best"""," amitadesara, 8 February 2016"
4/5:,"""The gift wrap option is merely waste. I ordered for gift wrap but it case wrapped in a paper which is hardly a rupee worth and charged me 30 ruppess for that.
Worst gift wrapping option."""," Amazon Customer, 8 February 2016"
5/5:,"""Excellent"""," CNaz, 8 February 2016"
4/5:,"""Afternoon time unable to deliver."""," dilip p., 8 February 2016"
5/5:,"""Excellent-"""," CNaz, 8 February 2016"
5/5:,"""Excellent"""," CNaz, 8 February 2016"
4/5:,"""Good"""," Suresh S., 8 February 2016"
5/5:,"""I am very happy with this buy and the price is quite reasonable."""," Suresh S., 8 February 2016"
5/5:,"""good"""," Ravi , 8 February 2016"
5/5:,"""great service"""," yasasmita , 8 February 2016"
5/5:,"""good"""," Anupam Vij, 8 February 2016"
5/5:,"""Excellent"""," CNaz, 8 February 2016"
5/5:,"""Awesome phone for this price...loved a lot..only concern is the battery gets heated up sometimes quickly... The battery life is good. The charger charges fastly... camera too good for this price...."""," Raviteja, 8 February 2016"
5/5:,"""Delivered 1 day in advance. Product seem to be ok."""," Sandeep , 8 February 2016"
5/5:,"""service is good. before time delivery"""," Abhisheik , 8 February 2016"
5/5:,"""Good Quality & Prompt Delevary"""," raja, 8 February 2016"
5/5:,"""Dabur is Dabur .. pure coconut oil ,, i like it"""," bharat m., 8 February 2016"
1/5:,"""I brought this shoe on COD but had to return it as the fitting was too small. Post the return, it's been a nightmare to get my money back from Amazon. I've had good experience with Amazon, but this one has been very sad and frustrating. I hope Amazon can make up for this somehow!"""," Ubaid, 8 February 2016"
5/5:,"""ecellent delivery service by amazon"""," rajkumar s., 8 February 2016"
5/5:,"""Product is as per expectation and packaging is excellent."""," Amazon Customer, 8 February 2016"
5/5:,"""Good product very fast shipping, thanks once again amazon."""," sanjay kumar ray, 8 February 2016"
5/5:,"""excellent"""," Amazon Customer, 8 February 2016"
2/5:,"""Hai..

This is Shyam  yestarday i have called and spoke to courier Boy which i have rec'd the message in SMS with his mobile number  : he was replayed i am  for away from your place to day i cant give you later i will bring Now i have recd the message saying that Address is wrong. WHAT IS THIS THAMASHA?"""," Shyam, 8 February 2016"
5/5:,"""Very good service"""," Kedar Patil, 8 February 2016"
3/5:,"""nice"""," Samik Banerjee, 8 February 2016"
2/5:,"""product was not that much good .... was too small"""," Amazon Customer, 8 February 2016"
4/5:,"""good service"""," MANISH K., 8 February 2016"
5/5:,"""Very good service"""," Kedar Patil, 8 February 2016"
5/5:,"""delivery good. Hard to say abt the product right now as been using it for just a few days."""," Ashish Salpekar, 8 February 2016"
5/5:,"""Very nice"""," K.DamodarChowdary , 8 February 2016"
5/5:,"""Excellent"""," amit c., 8 February 2016"
5/5:,"""the estimated date was 6th Feb but item was handed over to me on 4th Feb only.
very quick service"""," kartik a., 8 February 2016"
5/5:,"""It is nice to shop with amazon. Product is excillent and satisfying"""," ankush pawar, 8 February 2016"
5/5:,"""Overall packaging was good but the actual phone was moving inside its own box which should not happen as it gets transported over a long distance."""," VP, 8 February 2016"
5/5:,"""NO COMMENTS"""," Ashok Kumar, 8 February 2016"
5/5:,"""Excellent"""," PRAVIN SHRINIWAS BHOLE, 8 February 2016"
2/5:,"""These people are cheaters. The package does not arrived and i got the message that you have not accepted the package. Totally wrong, i don't receive a call as well as my address was not visited. Disgusting....."""," Amazon Customer, 8 February 2016"
5/5:,"""A very satisfactory experience for me. Prompt delivery, courteous service. Am very happy indeed!!!"""," Srinivasan N., 8 February 2016"
